case_id,act_name,section_no_title,section_title,legal_text,case_type,case_facts,case_summary,petitioner,respondent,court_name,judge_name,filing_date,judgment_date,outcome,judgment_reason,citation,state,police_station_or_forum,advocate_name
INDLAW-2592,Labour Laws,Industrial Disputes Act - Reference of disputes,Reference of disputes,Synthetic summary of Industrial Disputes Act - Reference of disputes. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Voluptate saepe et. Ex ipsum magni fugit repellendus fugiat ex eaque. Asperiores temporibus at doloremque tenetur voluptatem ullam.,"This case concerns Industrial Disputes Act - Reference of disputes under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Fariq Pall,Triya Madan,Supreme Court of India,Kai Sharma,2020-04-14,2025-11-06,Acquitted,lack of evidence,543 AIR 2014 163,Tamil Nadu,Central Crime Branch,Advika Parmer
INDLAW-2593,Labour Laws,Employees' Provident Funds Act - Contribution provisions,Contribution provisions,Synthetic summary of Employees' Provident Funds Act - Contribution provisions. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Nobis fugit a neque exercitationem veniam autem nobis. Fuga nam magni eligendi.,"This case concerns Employees' Provident Funds Act - Contribution provisions under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Ojasvi Lala,Anay Guha,"District Court, Chennai",Frederick Koshy,2019-01-16,2026-01-20,Settled,procedural violation,394 AIR 2004 291,Kerala,Cyber Cell,Shivansh Sundaram
INDLAW-2594,GST Act,Section 16 - Eligibility for input tax credit,Eligibility for input tax credit,Synthetic summary of Section 16 - Eligibility for input tax credit. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Iure distinctio dolores aspernatur. Aspernatur neque magni aperiam. Necessitatibus excepturi inventore quam eius. Aliquam ex laboriosam ipsum laudantium.,"This case concerns Section 16 - Eligibility for input tax credit under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Omkaar Patla,Vincent Mistry,High Court of Madras,Falan Raman,2021-08-28,2025-07-25,Pending,tax demand confirmed,410 AIR 2020 230,Gujarat,Cyber Cell,Vritti Soni
INDLAW-2595,Constitution of India,Article 32 - Constitutional remedies,Constitutional remedies,Synthetic summary of Article 32 - Constitutional remedies. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Labore odit nesciunt dignissimos nostrum ut reprehenderit.,"This case concerns Article 32 - Constitutional remedies under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Abeer Iyengar,Daniel Master,"District Court, Mumbai",Jyoti Sinha,2023-08-11,2025-09-08,Partly Allowed,bail granted on conditions,325 AIR 2014 927,Maharashtra,Central Crime Branch,Mitali Upadhyay
INDLAW-2596,"Information Technology Act, 2000",Section 66D - Cheating by personation using computer resources,Cheating by personation using computer resources,Synthetic summary of Section 66D - Cheating by personation using computer resources. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Aspernatur omnis quidem expedita voluptates nihil autem. Consequuntur dolores placeat. Officia id repellat eveniet earum velit cum.,"This case concerns Section 66D - Cheating by personation using computer resources under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Kai Mittal,Yamini Dey,"District Court, Chennai",Gaurangi Bala,2024-07-25,2025-10-01,Partly Allowed,procedural violation,374 AIR 2023 380,Kerala,GST Intelligence Unit,Vaishnavi Dutta
INDLAW-2597,Code of Criminal Procedure (CrPC),Section 154 - Information in cognizable cases,Information in cognizable cases,Synthetic summary of Section 154 - Information in cognizable cases. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Distinctio architecto quisquam error dolor voluptatem neque. Expedita consequatur molestiae animi nostrum cum.,"This case concerns Section 154 - Information in cognizable cases under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Maanav Sahni,Jasmit Divan,"Labour Court, Chennai",Max Dugar,2025-03-07,2026-05-11,Allowed,procedural violation,680 AIR 2003 248,Kerala,Consumer Forum,Yamini Vora
INDLAW-2598,"Information Technology Act, 2000",Section 67 - Publishing obscene material in electronic form,Publishing obscene material in electronic form,Synthetic summary of Section 67 - Publishing obscene material in electronic form. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Et expedita accusantium consequuntur. Nesciunt dignissimos nihil aspernatur accusantium. Pariatur exercitationem harum doloremque consequatur.,"This case concerns Section 67 - Publishing obscene material in electronic form under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Wazir Venkatesh,Nilima Karan,Cyber Crime Court,Jason Thaman,2023-09-02,2026-02-10,Allowed,constitutional remedy granted,120 AIR 2010 787,West Bengal,Local Police Station,Ranveer Dora
INDLAW-2599,"Indian Evidence Act, 1872",Section 24 - Confession caused by inducement,Confession caused by inducement,Synthetic summary of Section 24 - Confession caused by inducement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Minus provident libero fuga sapiente quos. Nisi cupiditate sunt tenetur similique fugit iusto.,"This case concerns Section 24 - Confession caused by inducement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Isaiah Majumdar,Finn Pillay,"District Court, Chennai",Fariq Raman,2021-04-28,2025-11-29,Partly Allowed,procedural violation,850 AIR 2009 739,West Bengal,Consumer Forum,Faris Minhas
INDLAW-2600,Constitution of India,Article 226 - Power of High Courts to issue writs,Power of High Courts to issue writs,Synthetic summary of Article 226 - Power of High Courts to issue writs. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Quos eligendi voluptas ipsam incidunt enim. Eveniet eum adipisci ipsa delectus explicabo architecto.,"This case concerns Article 226 - Power of High Courts to issue writs under the Constitution of India, involving allegations reviewed by the court based on submitted facts and records.",Nilima Kant,Deepa Puri,"Labour Court, Chennai",Oviya Pandey,2023-10-30,2026-04-29,Remanded,procedural violation,489 AIR 2015 640,Karnataka,Cyber Cell,Luke Chakraborty
INDLAW-2601,"Indian Evidence Act, 1872",Section 24 - Confession caused by inducement,Confession caused by inducement,Synthetic summary of Section 24 - Confession caused by inducement. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Adipisci deserunt nesciunt quia qui voluptas. Minus pariatur dolore qui repudiandae commodi.,"This case concerns Section 24 - Confession caused by inducement under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Abdul Lad,Kamya Dar,Consumer Disputes Redressal Commission,Jagvi Shankar,2025-01-04,2026-01-30,Pending,electronic evidence accepted,645 AIR 2010 505,Karnataka,Labour Commissioner Office,Abeer Prabhakar
INDLAW-2602,"Consumer Protection Act, 2019",Section 2(7) - Consumer definition,Consumer definition,Synthetic summary of Section 2(7) - Consumer definition. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Quaerat quis enim sunt necessitatibus optio. Iure dolorem qui labore voluptatum quibusdam quas. Eveniet nulla ipsum eos commodi sapiente repudiandae.,"This case concerns Section 2(7) - Consumer definition under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Akshay Mani,Saumya Rout,High Court of Madras,Tristan Badami,2020-09-07,2025-11-13,Partly Allowed,electronic evidence accepted,520 AIR 2001 210,Gujarat,Labour Commissioner Office,Maanas Ramaswamy
INDLAW-2603,"Consumer Protection Act, 2019",Section 2(7) - Consumer definition,Consumer definition,Synthetic summary of Section 2(7) - Consumer definition. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Corrupti voluptates molestiae dolores. Modi a tenetur sapiente provident ducimus.,"This case concerns Section 2(7) - Consumer definition under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Hemang Nagy,Samaksh Master,Cyber Crime Court,Praneel Tank,2019-09-06,2025-12-02,Partly Allowed,electronic evidence accepted,855 AIR 2006 224,Telangana,Central Crime Branch,Inaya Bansal
INDLAW-2604,Indian Penal Code (IPC),Section 420 - Cheating,Cheating,Synthetic summary of Section 420 - Cheating. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Atque natus aspernatur officiis sit. Labore dignissimos voluptates veritatis culpa aliquid dolore.,"This case concerns Section 420 - Cheating under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Priya Sarraf,Bhavini Boase,"Labour Court, Chennai",Janya Saha,2020-11-15,2025-09-14,Dismissed,consumer deficiency proved,758 AIR 2018 912,Gujarat,Cyber Cell,Maanas Rai
INDLAW-2605,Code of Criminal Procedure (CrPC),Section 154 - Information in cognizable cases,Information in cognizable cases,Synthetic summary of Section 154 - Information in cognizable cases. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Nisi exercitationem optio accusantium vel. Rem temporibus commodi doloribus. Recusandae voluptatibus fugit asperiores cumque praesentium.,"This case concerns Section 154 - Information in cognizable cases under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Sneha Bhakta,Ayush Dewan,High Court of Madras,Gayathri Taneja,2024-08-27,2025-10-25,Dismissed,consumer deficiency proved,910 AIR 2019 550,Karnataka,Central Crime Branch,Jeet Raju
INDLAW-2606,Labour Laws,Industrial Disputes Act - Reference of disputes,Reference of disputes,Synthetic summary of Industrial Disputes Act - Reference of disputes. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Soluta quos qui non in expedita fuga consequatur. Dignissimos nesciunt repellat sunt.,"This case concerns Industrial Disputes Act - Reference of disputes under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Aditya Goda,Yochana Choudhary,Supreme Court of India,Nidhi Divan,2023-07-19,2025-10-17,Pending,electronic evidence accepted,914 AIR 2013 909,Telangana,Central Crime Branch,Meghana Sodhi
INDLAW-2607,Code of Criminal Procedure (CrPC),Section 438 - Anticipatory bail,Anticipatory bail,Synthetic summary of Section 438 - Anticipatory bail. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Ratione aspernatur explicabo repellat. At fugit officiis adipisci tempora.,"This case concerns Section 438 - Anticipatory bail under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Gopal Salvi,Anvi Walla,"District Court, Mumbai",Wishi Hegde,2018-08-04,2025-06-26,Allowed,labour benefit granted,813 AIR 2011 958,Telangana,Labour Commissioner Office,Tanmayi Kapur
